,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Number customer service calls,Churner
142,0.12394959844422741,-0.5236032802413713,3.0526849573639936,1.6170861022342147,1.307948438976426,1.662251247325821,0.5264785126794113,1.6620887143768812,0.28043201550695657,-0.5077558264459618,0.2799196722287532,1.0506603258246074,1.6811222552706055,1.05060078304312,1.4912500548043768,1.0242628165703942,1.4932718310655428,-0.4279320210630441,1
1731,-0.5543743634169717,-1.2962054038916222,4.869052884048247,1.0678197362288273,0.5382330417597802,-0.4066395411388791,-0.08931978512748316,0.536522170525995,-1.149018408559222,-0.5452513271521132,-0.18301946684920908,0.8755312315356735,-0.32543659421908816,0.11399471976914141,1.38735588657326,-0.8092548582635426,1.1569241550235945,-2.124216539268122,1
479,-0.051858540731544146,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.19509833130208706,0.07796026710716664,0.1952564166653198,-0.8456622183490642,0.3456734068089004,-0.8453648864802186,1.396740896849593,-0.41438444498930566,1.397772437562298,0.34488039402714343,-0.194830613126948,0.33890441600002347,0.3323544534588781,0
3185,-0.7048602005272671,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,1.1113803151517032,1.4733503644430388,1.1112164965323332,-0.7588878815895809,-0.8591678636685521,-0.7595184356096369,0.6136100047016262,1.8344520138262088,0.6155375704178216,0.5956487573221635,-0.6011950896927287,0.5910076445775506,-1.1882184955849664,0
1207,-2.211787107748166,1.7188173197427594,-0.3275804788134784,1.6170861022342147,1.23488273525042,-0.058302297498007374,-1.7659480758009503,-0.058576860184618725,-0.5577291918289609,-0.20654550882659867,-0.5576632673463783,-1.9058565523602673,1.4255726576779333,-1.9069501472278476,0.3807044459264325,0.21153386343883274,0.378710188933317,0.3323544534588781,0
2781,0.19929594380527235,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.7845302287283931,-1.3174298302287055,0.7850137322400711,-0.6168935123467904,-1.2607816204943696,-0.6179878003905706,1.2543534619135992,-0.31216460595223683,1.2527513666871986,-0.44324874775720396,-0.6011950896927287,-0.44394245168808705,0.3323544534588781,0
43,-1.1820537211472184,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,1.7044846854591704,-0.8689115846564609,1.704214236917935,0.9411002612893856,-1.310983340097597,0.9411693613670153,-0.06866312103334492,0.5567040258628483,-0.07001658280992075,-0.2641284882607613,-1.0075595662585095,-0.25818217799938326,-0.4279320210630441,1
1090,0.7518358097862686,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.48430915171265837,-0.719405502799046,-0.4841526520096225,-0.048916035375627255,-0.9595713028750066,-0.049545085166450495,-0.7212721978233173,-0.8743737206561154,-0.7204141127952155,0.058287978832835576,-0.6011950896927287,0.060264005466967176,-1.1882184955849664,0
2722,-0.07725888202764852,-0.4115298073145081,5.404369662820998,-1.0644021466623526,-0.6775089735825144,2.896080547163921,0.7438931591903676,2.8851548123769097,-0.3558481122983567,0.0634551245914568,-0.7427819393143577,0.3175216575760214,0.2824261785106851,-0.10355452374282338,-0.7165889710838191,-1.0987899952260907,0.12269044467638494,0.5508294219389682,1
298,-1.50855455104508,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.9608089270241107,-1.3174298302287055,0.9610768136296034,2.4872611708219963,-0.6081592656524162,2.4864054770374797,0.5068194284996306,0.9655833820111236,0.5056731227851705,0.23740823832927824,-1.0075595662585095,0.23275568817790668,1.0926409279808003,1
2893,1.22902933040622,-0.6888342718191494,-0.3275804788134784,1.6170861022342147,1.381014142702432,0.5513282007746834,0.5763138732985496,0.5517031458588512,-0.9067986828841545,-1.0097730224782338,-0.9056894195244108,1.0012202442496096,0.5567040258628483,1.0022604260847539,-1.0880816819443975,0.6178983400046135,-1.0941034095985522,-1.1882184955849664,0
152,-0.9057837881567202,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.14919242028757723,0.7756553157751027,0.1488103277097995,-0.8555229384353691,0.8476906028411724,-0.8546455838716326,0.5226402546036302,-0.7210439621005121,0.5232514344063951,-0.9806095262465319,0.6178983400046135,-0.9746860907986711,-0.4279320210630441,0
1991,1.3705101800269355,2.4656807977240196,1.3060791546336674,-1.1009942016857996,-0.726150852221894,3.3533869008031525,0.5872288421251536,2.280362237336769,-0.9022955862265631,0.6415401819090409,-0.5164747372741891,-0.27074344740371575,0.4716002494314871,0.11212309753756591,0.47125559967820085,-0.9585948318984086,-0.043739687398747146,-0.1197865004050298,1
2191,0.29975773761999897,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-1.6374656363971454,1.4733503644430388,-1.6377438846723225,-0.5991442161914414,-0.005738630413689906,-0.5994264056077422,-1.2552250788332946,-1.334362996322925,-1.2565526172425532,-1.732914616131591,1.8369917697019558,-1.7309957765312523,-0.4279320210630441,0
1028,-0.8742259281959837,-1.0188788504224575,5.1428405143930345,-1.061199330028853,-0.5703278676439233,1.2534591161401214,0.9112922718782025,1.493507531608565,-0.413903705694266,-0.7876973534816477,-0.6710662963528654,0.32020929760593964,0.781505494096081,-0.8167196796249316,0.5291978934975127,-1.0256995886297098,1.4310228398149378,2.220676411971506,1
3181,0.5006813252494522,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.6578299143283459,-1.3174298302287055,0.6575570230132934,-0.15935610034224215,-0.10614206962014429,-0.15859327951556793,-1.1247032634753003,0.14782466971457295,-1.1247152800833715,-0.049184176865030266,-0.194830613126948,-0.04588472235514963,2.613213877024645,0
2174,-1.1699965955388971,2.4927737041105966,0.3616525266629026,-0.4317489995396243,-0.8035052503172706,-0.2913013991895451,-1.274277954607065,-0.1639892607840649,-0.29914866206821494,1.879599369227797,-0.6367629298472319,-1.0108560924382064,1.1631349075146007,-0.5619491615587573,-0.0632078602432666,-0.09792073685172153,0.3983856509905011,3.6452436336793146,1
1453,-1.858266453185504,-0.11664542638597133,4.793145341451234,0.7563248962376768,0.5954501179291996,2.040084985666396,0.8917316103269058,2.000613844367875,0.8592495489353593,0.17589444421658904,-0.07178885221171374,-1.7317850837121325,-1.232578295424307,-1.4975616371730056,1.606702267203544,3.0033410082341208,0.9990977485144513,-0.7364658969559571,1
2235,-1.8996202146289978,-0.9651262974378791,-0.1628684622967077,-1.348857061562124,0.562241911178038,3.56695769561364,0.24446931679795564,3.543675817525989,-0.1920974426389071,-0.518478072859025,-0.9959300787618215,0.41880590634984155,-0.11238917398690537,-0.13700482551624965,0.6758870878478507,-1.9952199714495664,0.08024092365440405,-0.9353416238520212,1
216,-1.6843626902208515,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,2.0919305744216325,-0.5698994209416312,2.0919850726163514,1.4104705373974997,-1.4615884989072785,1.4098445796334325,-0.44836294752932915,-1.2321431572858563,-0.4479502826662411,0.2732322902285666,2.2433562462677363,0.2725614611112008,0.3323544534588781,1
2585,-0.1272048860925891,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.5467411906923918,1.0746674794899325,-0.5468008650193944,0.3455127680765692,0.7974888832379452,0.34488455396865286,0.2279773684166425,-0.5677142035449089,0.22881471475089013,-0.15665633256289546,-1.4139240428242903,-0.15203345017726644,1.0926409279808003,0
2112,0.42099446701173426,0.5103453896365281,0.5342385179048381,-1.4139792352734668,-1.0273469413381109,0.21736820969900145,-2.291511904885375,-0.0018478814902213592,-0.39917742299774245,-1.0384896306412699,-0.022431844900370063,0.7735825475766426,1.049849042736724,0.4223258275809616,-0.6409834870566158,1.0461568515870676,-1.080089410522958,1.9580486670737258,1
1462,0.6236339058006855,-0.44147943232649084,0.4269495128763284,-0.7134814659572211,-1.0687860600594423,2.073657671813797,1.822273041598334,2.0371941109917504,1.5910808627165374,-0.5192395575717873,1.322312116559996,0.3704257760687895,-1.4882896238859193,-0.4896421542355671,1.3723046370779461,0.20810046877031904,1.1865520192021282,0.12509097673966507,1
2353,-0.0016276438241808445,-0.5236032802413713,3.0526849573639936,-0.6183962614101809,-0.5917598578997325,-0.8497202033881567,-2.4636431244688866,-0.8492405140320874,0.3672063522664399,-0.20654550882659867,0.36808629744718874,0.18051489010464442,-1.334362996322925,0.18047435779252313,0.524000653523586,-0.194830613126948,0.5246646896887279,-0.4279320210630441,0
1789,0.802066706693632,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.8745058143168325,-0.5200640603224929,0.8746654853402621,-2.520012489003638,1.7513215556992618,-2.520530765630482,-1.7120514325862755,-0.056615008359564734,-1.7135887193943817,-1.9836829794266106,1.0242628165703942,-1.9830990051087796,-1.1882184955849664,0
1962,-0.17743578299995239,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-1.3179604957361568,-1.0682530271330142,-1.3180219700017615,0.8069944681156391,2.604750788954124,0.806599249191509,1.013085863827609,-0.41438444498930566,1.0110495818953658,0.058287978832835576,-0.6011950896927287,0.060264005466967176,1.0926409279808003,0
2402,1.630681846813815,1.3349883883646414,-0.4257351266889936,-0.4301416270685815,-0.026801080797726223,-1.0739262601199422,1.2729110308982021,-1.0259092629330413,-0.5809878595522069,0.21688863087823002,0.8289247584238263,-2.8208890685538655,-1.3819447862189642,-1.575650644543278,-1.4450730365327578,0.6346203768371222,-0.7750737904733598,2.718874186512542,1
2171,-1.50855455104508,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.04269070673391424,-0.5698994209416312,0.042956450555356906,0.20746268686830044,0.19506824799921885,0.20799426744529345,0.1290972052666467,1.2211329796037957,0.12773942292885093,-1.2313778895415517,-1.4139240428242903,-1.2267893193761978,-0.4279320210630441,0
739,-0.0016276438241808445,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.20060704062382792,-1.417100551466982,0.20065712468340405,0.15027051036773184,0.14486652839599168,0.1499899087489547,0.05790348779864983,0.5567040258628483,0.05742617644395416,-0.5148968515557808,1.430627293136175,-0.5102854065769103,-0.4279320210630441,0
1543,-0.6073431048703267,1.7952052194847847,5.272020368760315,-1.7276654495246322,-1.2741034394275261,2.2546189995849635,-1.2562721297742814,1.8255469314209332,0.7212666712744225,0.09709930673656539,0.31389367192639434,-2.2390578088892426,-0.19491015678314155,-2.3549425169934333,3.38647160607588,0.45412056739063666,2.8089725320433265,0.7449623085230966,1
3236,0.5006813252494522,-0.6888342718191494,-0.3275804788134784,1.6170861022342147,1.8924740687844748,1.1976834278589816,-0.2708872572268014,1.1976278248216736,0.3139584638003936,-1.7125970969234143,0.31472228744655695,-1.7496258945832737,1.27224289912233,-1.7487453426368302,-0.9806095262465319,1.430627293136175,-0.9746860907986711,-1.1882184955849664,0
1297,0.18247052556168736,-0.8403329189068284,-0.6058283169734534,1.6747178153428952,0.2618255682358943,0.3333367907754299,1.9254402406074898,0.04239400966290657,0.43002499616907947,0.8032233658438197,0.5557023221067378,-0.9913440067455835,0.40615947724562473,-0.9918974171646631,-0.9011900045846469,1.0872070296612826,-1.8236363521155883,-0.14024185144725276,1
412,-0.5792829582588588,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-1.3069430770926747,0.3769724308219964,-1.3072205539655937,0.17590838259212485,1.299506079270217,0.17551182657534362,0.42969290124263376,0.8633635429740548,0.4309652983949678,-0.8373133186493776,0.21153386343883274,-0.842000181021025,-0.4279320210630441,1
965,-0.7048602005272671,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.08033713478497188,1.4733503644430388,-0.08017969225695386,0.9292673971858199,0.24526996760244604,0.9295684896277474,-1.551865568283282,-0.7721538816190466,-1.550989336898058,0.7031209130200288,-0.194830613126948,0.6971563723996674,-1.1882184955849664,0
1437,0.18950360050101556,1.2449390071341624,6.226168510485258,-0.19186489024974046,-1.523173429737836,2.622224280250932,-1.4753064942819236,2.29879438670623,-0.2785174955368072,-1.7232738969790042,-0.09564700135506624,-0.2660877600279019,-0.08769334874977713,-1.0783967144011282,-0.41392735665720426,-0.36609379574160417,0.2067829748946261,0.8079920087889145,1
102,0.8522976036009953,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.5155251712025254,-0.9187469452755993,-0.5154767585145085,-1.6167705290981083,0.24526996760244604,-1.6156627699675974,-0.41276608879533044,-0.005505088841030316,-0.4127936594237927,0.09411203073212399,0.6178983400046135,0.10006977840026068,-1.1882184955849664,0
733,-0.40347481908308724,-0.6888342718191494,-0.3275804788134784,1.6170861022342147,2.111671179962493,0.9149030160096009,1.1245028401090709,0.9146307246740827,-1.3544753748023972,-0.5077558264459618,-1.353483068660146,0.21808935210164293,-1.2321431572858563,0.22002555894027745,-0.2641284882607613,1.430627293136175,-0.25818217799938326,0.3323544534588781,0
1444,0.6732571825554861,-0.5734349578972356,0.07709758953445256,-1.738337556232707,-1.0931899282958306,3.14017540379623,0.9745675752044713,3.67527576802151,-0.07490644930027351,-0.49068765125005204,0.24596206458525374,-1.4851923694298814,0.8033664295403844,-0.47946320420858646,1.035426598589725,0.05453434664030543,0.6665882167750075,-1.2952841405890845,1
2591,-0.09654367624610449,-0.537611454074074,-0.31171417138418434,-1.1744015855479193,-0.0565777490380322,0.7800357008882961,-0.5581095333190949,1.3500594785749795,1.9841761731186336,-0.9592533766559739,1.7268991642573144,1.3561978382092161,1.765426069580773,1.5469922520883108,0.7625759198016425,0.5730448341249371,0.9685661218426481,-0.5624219635610569,1
122,0.5006813252494522,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.20060704062382792,0.12779562772630493,0.20065712468340405,-0.3447376379647746,0.8476906028411724,-0.3442072273438517,0.39409604250863556,0.14782466971457295,0.3958086751525194,-0.15665633256289546,-0.194830613126948,-0.15203345017726644,1.0926409279808003,0
1042,-0.25278212836099734,1.7188173197427594,3.0526849573639936,1.6170861022342147,1.1618170315244136,-1.5842147796203139,0.5763138732985496,-1.5837368044914846,-0.34670978198203545,1.3999095184766714,-0.3465274016917052,0.7876390918456184,1.6811222552706055,0.7869261087247575,-0.12083228066360707,-0.6011950896927287,-0.12549626822173723,-1.1882184955849664,0
2484,1.002990294323085,-0.5236032802413713,-0.3275804788134784,1.6170861022342147,2.2578025874145053,-1.1545354525245017,1.323844282585624,-1.1549205878556306,1.489356298087939,-0.6081592656524162,1.488730507460453,1.760619897241577,1.27224289912233,1.7625224037026996,0.7389449649193177,-1.0075595662585095,0.7369621453329609,-1.1882184955849664,0
346,-2.010863520118713,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-1.6007409075855374,-0.2708872572268014,-1.6010190701493527,-0.7707207456931466,-1.5117902185105057,-0.7711193073489049,1.6637173373545815,-1.1299233182487876,1.6658416897859665,0.3807044459264325,-0.6011950896927287,0.378710188933317,2.613213877024645,1
367,0.09883414999054575,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.8653246321139305,0.2773017095837198,0.8649442109077116,-0.3703755101891676,-1.1603781812879153,-0.36972914517024064,0.059881091061649634,0.35226434778871063,0.06182075434926011,0.48817660162429766,-1.0075595662585095,0.4848589167554338,-1.1882184955849664,1
400,0.726720361332587,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,1.541059642247515,0.6261492339176878,1.5411128547718036,-0.28557331744694514,0.14486652839599168,-0.28620286864751293,-0.11019278955634305,-0.056615008359564734,-0.10956778395767587,2.8883880788766296,0.6178983400046135,2.886473883730825,-0.4279320210630441,1
120,-1.3829773087766717,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.5586731465370046,-0.4203933390842163,0.5581839954805513,0.5190614415955359,-1.1603781812879153,0.5188976300576692,-0.01526783293234741,0.8122536234555203,-0.017281647946248563,1.0255373801136256,1.0242628165703942,1.0288711468437821,-0.4279320210630441,0
2189,-0.9352329643464319,-0.24633314591949093,5.779972153356903,0.7565063494149903,1.3303841190642085,0.599739980773026,1.2823624703558532,1.215968959273742,-0.019464930998043833,-0.6576501918035494,-0.2310804439574818,-0.3051015830497507,-0.5896655873984065,0.37330223535877344,1.3315942019102778,1.4673040760043339,1.593873773929971,-0.5988548712549532,1
232,1.2039138819525383,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,1.1517775168444717,-0.8689115846564609,1.1522618774697695,0.8760195087197735,-0.15634378922337147,0.8762044796271157,0.3703648033526363,-1.0277034792117186,0.3694412077206837,-0.08500822876431867,-0.6011950896927287,-0.08569049528844314,1.0926409279808003,1
44,-0.9308992366104019,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.4732917330691761,-1.6662773545626737,-0.47335123597345474,0.4894792813366211,0.8978923224443995,0.48873536353557323,1.2741294945435984,-0.7210439621005121,1.2747242562137282,-2.413571602218073,-0.6011950896927287,-2.407693916397246,-0.4279320210630441,0
1174,-1.077564527168547,-1.2042935639063999,3.5391268062471286,-1.2364431249053889,-1.2810025050162388,1.2932905025501487,1.157100159329616,1.96147073462917,-1.1994787462729097,-0.7894189512352473,-1.945808243698607,0.07301642302330141,1.0656047143073006,-0.2164022983950991,3.2259609098947233,0.8177595995165605,3.0591415460122375,0.19167679266485343,1
1890,0.8522976036009953,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,0.7165894804269188,1.1245028401090709,0.7169648112122157,0.8247437642709882,-1.813000536129869,0.8251606439743379,-2.2756683625412517,-1.0277034792117186,-2.276094691273556,0.022463926933547176,-0.6011950896927287,0.020458232533673078,1.8529274025027227,0
1875,-0.968525623941079,-0.6620238521783358,-0.022584943342870756,0.7415073256667128,1.986939020207741,0.6277695089662414,-0.3681623238311027,-1.0369880006610932,-0.4390225724003068,1.1974701623315904,-0.45793004764958267,-1.0771538696378418,0.2284955020370009,-1.1661301084041882,-1.1919029504175234,-1.619725048366295,-0.21189695471387968,5.259718394916398,1
1486,0.04860325308318245,1.7188173197427594,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.35944507375319196,0.17763098834544322,-0.3599363675936948,-1.2243138696631726,-1.5117902185105057,-1.223553305180347,2.2075582346795586,-0.15883484739663356,2.20637477213861,-0.19248038446218452,-1.0075595662585095,-0.19183922311055993,-1.1882184955849664,0
581,-0.43338734493507874,1.7387007436082984,5.473833330040764,-0.3530157928913068,-0.2553991923130761,-0.6508890375163724,-0.13794055207111267,-1.0368217442266345,-0.022241870603205566,0.2817946110815372,0.313379489933174,-0.1873420834616914,1.7246178971439643,0.04976871763787814,1.8253167692472543,-0.7035108468719576,1.1012080878002444,-0.05930106581190564,1
2488,1.2440879055963592,-0.8186174173867741,5.264243145436399,1.1651377813274766,0.8762696695665056,-0.18659428339409123,0.1391959413938649,1.0134297668661705,0.27753106015303436,-1.1569401544412223,-0.24418405770763965,1.7094889332952652,-1.6156407122749452,0.8651813665478392,0.40818442687410494,-1.2118173250475122,0.6583815935499413,4.270882569840788,1
2522,0.12394959844422741,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-1.1123020143911528,2.0713746918726983,-1.1127950653145768,0.5407550257854066,1.9521284341121705,0.539779199188351,-0.05877510471834534,-1.9987919500638727,-0.0568328490940029,-0.658193059152935,1.8369917697019558,-0.6562399073323206,0.3323544534588781,0
1723,1.6615937054176029,-1.191353528349712,4.638682974090164,-0.6191235342974544,0.12233426933600541,-1.1339089752718041,-2.3259933343602603,0.421448825980107,0.6491271997239231,2.661168561249106,1.134913723382144,0.31040197165164723,0.258223737903308,0.23910124636814672,1.0339309729669535,1.8809952193132686,2.1389070826048244,-0.9996735815136332,1
3140,0.0737187015368641,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,1.8477111278244402,1.323844282585624,1.8478730701989639,-0.42559554267247474,-1.059974742081461,-0.42541332951872585,-0.9941814481173059,-1.1810332377673218,-0.9928779429241903,1.7778424699986846,0.6178983400046135,1.7719122415985986,2.613213877024645,0
547,-0.6590264498863491,-0.22388613052941808,0.5928435559678091,1.3186701161016443,0.5521345811012331,-2.0551797534187872,-1.4285801448103603,-0.935647059915848,2.6512612954455657,-0.02165358055031103,2.3367076760634014,-0.38533298786737674,1.2711092801758077,-0.47471886873422575,-0.5829821241177487,0.4821888798119792,-1.0127740330087587,2.230870847364171,1
3037,0.29975773761999897,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.3833161474807367,1.822197888777007,-0.38369948287326344,0.8247437642709882,0.4460768460153548,0.8251606439743379,0.928048923518613,-0.15883484739663356,0.9275526016945511,-1.3388500452394172,-0.194830613126948,-1.3329380471983145,-1.1882184955849664,0
414,1.1787984334988566,-0.5236032802413713,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,1.8275125269780566,0.17763098834544322,1.8273503797302448,0.012220429159463085,-0.6583609852556433,0.013099622225595263,1.5806580003085853,-0.056615008359564734,1.582344709585152,-0.8373133186493776,-1.0075595662585095,-0.842000181021025,0.3323544534588781,1
512,-0.9811301335177652,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-0.128079282240062,0.028124906488028345,-0.12770592281609147,0.07532903771181486,-0.15634378922337147,0.07574432961764102,0.7896166951086189,-0.5166042840263745,0.7913206866300635,-0.4074246958579156,1.430627293136175,-0.40413667875479353,0.3323544534588781,0
2064,-0.90237710466944,-0.8238462936878173,-0.474209676199557,0.6800203553761429,2.8075640811712073,1.2362889594613709,1.4871761086950703,1.106721759494058,1.0094429012960917,0.19876390415023426,0.16166057768890663,0.7697015528307231,-0.5843937320170901,0.3135147675381105,0.06683319547188342,0.5084188828404095,-0.8010402109982464,1.2542444812272695,1
1037,-0.7772271733473363,-0.9332195732806804,6.339236634007142,0.8922120934434684,0.9730662618773328,1.818088394309139,0.3403450320160346,2.0392437869414435,0.18515184685041192,-0.9586160400736125,-0.012727581923897502,-1.740146249589467,-0.46428896755132026,-2.207952824108557,2.4482159270858377,3.4433824908830784,2.210812954105284,-1.3172476651426615,1
2356,0.4762563870855657,-0.2371767712601344,-0.3124169145318457,-1.2640337458414432,-0.3969533293245465,-0.6742467014871848,0.20849826188920156,0.06867806100391782,-0.049528919685643547,-0.31899103642228155,1.5829878016410388,1.0221720320946923,-0.8190116956100046,0.2735634493664209,-1.5109154460247842,-0.22289308730179275,-0.7157791521734648,4.163376216065577,1
2541,-0.7048602005272671,-0.6888342718191494,-0.3275804788134784,-0.6183962614101809,-0.5917598578997325,-1.5585074694521883,1.0248321188707943,-1.5588935476082992,1.02984674206613,-0.8591678636685521,1.0293359865854501,-0.5096686486823264,-0.7210439621005121,-0.5094743733405256,1.4196019510057993,-1.0075595662585095,1.4136602851989553,0.3323544534588781,0
